episode,timestamp,success_rate,episode_reward,intercept_success,intercept_fail,enemy_missiles,defense_missiles,territory_hits,avg_prediction_error,policy_loss,value_loss,epsilon,learning_rate
249,1769425558.467495,0.0000,-306.55,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
250,1769425605.6847768,0.0000,-153.37,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
251,1769425652.8577478,0.0000,-153.79,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
252,1769425700.2782533,0.0000,-153.93,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
253,1769425747.825212,0.0000,-154.61,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
254,1769425795.196534,0.0000,-311.01,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
255,1769425842.6563208,0.0000,-231.63,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
256,1769425890.0422742,0.0000,-78.13,0,1,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
257,1769425941.411727,0.0000,-77.78,0,1,10,1,0,0.00,0.000000,0.000000,0.5000,0.000980
258,1769425988.7589557,0.0000,-311.17,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
259,1769426036.1802444,0.0000,-311.87,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
260,1769426083.6693506,0.0000,-150.87,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
261,1769426131.1063108,0.0000,-309.38,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
262,1769426178.3635254,0.0000,-233.13,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
263,1769426225.8645961,0.0000,-154.99,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
264,1769426273.1066203,0.0000,-157.24,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
265,1769426320.3602843,0.0000,-154.73,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
266,1769426367.7903297,0.0000,-152.74,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
267,1769426415.328791,0.0000,-157.08,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
268,1769426462.72342,0.0000,-154.60,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
269,1769426510.122264,0.0000,-152.96,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
270,1769426557.4379,0.0000,-153.01,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
271,1769426604.9893236,0.0000,-227.31,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
272,1769426652.323183,0.0000,-309.73,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
273,1769426699.7941856,0.0000,-305.92,0,5,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
274,1769426747.3124552,0.0000,-231.59,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
275,1769426794.8526435,0.0000,-232.51,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
276,1769426842.1726875,0.0000,-154.03,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
277,1769426889.4701676,0.0000,0.00,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
278,1769426937.0680838,0.0000,-312.58,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
279,1769426984.458365,0.0000,-154.60,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
280,1769427031.813367,0.0000,-155.62,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
281,1769427079.3051264,0.0000,-229.65,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
282,1769427126.6622887,0.0000,-307.29,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
283,1769427174.2826064,0.0000,-230.75,0,5,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
284,1769427221.7303483,0.0000,-152.96,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
285,1769427269.1721714,0.0000,-230.60,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
286,1769427316.4409611,0.0000,-301.49,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
287,1769427363.9249315,0.0000,-76.78,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
288,1769427411.3281388,0.0000,-79.30,0,1,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
289,1769427458.9249978,0.0000,-154.37,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
290,1769427506.2084215,0.0000,-76.90,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
291,1769427553.796559,0.0000,-75.19,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
292,1769427601.2439017,0.0000,-232.59,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
293,1769427648.537967,0.0000,-231.42,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
294,1769427695.8566628,0.0000,-230.20,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
295,1769427743.2257454,0.0000,-151.16,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
296,1769427790.5248399,0.0000,-77.40,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
297,1769427838.103466,0.0000,-228.92,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
298,1769427885.616836,0.0000,-77.55,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000980
299,1769427932.9341962,0.0000,-152.63,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
300,1769427980.3126817,0.0000,-232.06,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
301,1769428027.6222162,0.0000,-229.24,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
302,1769428075.0461557,0.0000,-385.90,0,5,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
303,1769428122.369905,0.0000,-231.34,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
304,1769428169.8495169,0.0000,-153.51,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
305,1769428217.2939928,0.0000,-310.24,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
306,1769428264.8566923,0.0000,-154.79,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
307,1769428312.146015,0.0000,-76.13,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
308,1769428359.4757884,0.0000,-152.77,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
309,1769428406.738504,0.0000,-386.15,0,5,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
310,1769428454.1201477,0.0000,-232.59,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
311,1769428501.4591088,0.0000,-388.27,0,5,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
312,1769428548.760006,0.0000,-157.37,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
313,1769428596.1787283,0.0000,-232.99,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
314,1769428643.5941935,0.0000,-231.82,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
315,1769428695.7210548,0.0000,-154.91,0,3,10,1,0,0.00,0.000000,0.000000,0.5000,0.000970
316,1769428742.7827227,0.0000,-153.83,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
317,1769428790.1173334,0.0000,-232.85,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
318,1769428837.396191,0.0000,-155.64,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
319,1769428884.4465866,0.0000,-153.79,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
320,1769428931.6139657,0.0000,-229.35,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
321,1769428978.9784505,0.0000,-382.59,0,5,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
322,1769429026.2218792,0.0000,-233.12,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
323,1769429073.514271,0.0000,-229.38,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
324,1769429120.7351284,0.0000,0.00,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
325,1769429167.9421983,0.0000,-153.69,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
326,1769429214.9497354,0.0000,-75.10,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
327,1769429262.214474,0.0000,-386.86,0,5,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
328,1769429309.6255744,0.0000,-232.70,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
329,1769429356.870021,0.0000,-152.49,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
330,1769429403.9816902,0.0000,-77.30,0,1,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
331,1769429451.1138387,0.0000,-75.86,0,1,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
332,1769429498.386446,0.0000,-153.56,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
333,1769429545.7373781,0.0000,-389.21,0,5,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
334,1769429592.953045,0.0000,-153.33,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
335,1769429640.2366958,0.0000,-76.21,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
336,1769429687.5962365,0.0000,-79.18,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
337,1769429734.8437226,0.0000,-154.39,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
338,1769429782.0176325,0.0000,0.00,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
339,1769429829.08808,0.0000,-156.84,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
340,1769429876.472322,0.0000,0.00,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
341,1769429923.842206,0.0000,-76.53,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
342,1769429971.2783413,0.0000,-155.75,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
343,1769430022.486426,0.0000,-231.29,0,5,10,1,0,0.00,0.000000,0.000000,0.5000,0.000970
344,1769430069.828362,0.0000,-385.86,0,5,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
345,1769430116.9422991,0.0000,-230.53,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
346,1769430164.0523517,0.0000,-154.16,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
347,1769430211.1384163,0.0000,-232.43,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
348,1769430258.348856,0.0000,-155.10,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
349,1769430305.5224314,0.0000,-77.37,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
350,1769430352.7838254,0.0000,-231.33,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
351,1769430400.1540754,0.0000,-78.26,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
352,1769430447.666088,0.0000,-384.17,0,5,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
353,1769430494.8364854,0.0000,-233.21,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
354,1769430542.0045652,0.0000,-311.56,0,5,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
355,1769430589.2240174,0.0000,-154.55,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
356,1769430636.5904236,0.0000,-77.46,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
357,1769430683.8442867,0.0000,-230.63,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
358,1769430731.2286196,0.0000,-155.99,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
359,1769430778.5488753,0.0000,-152.26,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
360,1769430825.8025312,0.0000,-307.76,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
361,1769430873.0097935,0.0000,-231.46,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
362,1769430920.2366662,0.0000,-156.76,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
363,1769430967.4224353,0.0000,-231.50,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
364,1769431014.774849,0.0000,-231.92,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
365,1769431061.9659686,0.0000,-154.91,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
366,1769431109.4677734,0.0000,-233.51,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
367,1769431157.688358,0.0000,-233.61,0,4,10,1,0,0.00,0.000000,0.000000,0.5000,0.000970
368,1769431204.8513224,0.0000,-234.74,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
369,1769431252.011483,0.0000,-154.14,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
370,1769431299.3837924,0.0000,-152.53,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
371,1769431346.726522,0.0000,-230.43,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
372,1769431394.1815028,0.0000,-155.05,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
373,1769431441.463673,0.0000,-232.81,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
374,1769431488.839901,0.0000,-77.14,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
375,1769431536.3262885,0.0000,-232.99,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
376,1769431583.6434488,0.0000,0.00,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
377,1769431631.0267248,0.0000,-155.05,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
378,1769431678.2175627,0.0000,-306.92,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
379,1769431725.5286899,0.0000,-234.03,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
380,1769431772.7201002,0.0000,-155.88,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
381,1769431820.051356,0.0000,-230.81,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
382,1769431867.455147,0.0000,-233.22,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
383,1769431914.6723661,0.0000,-77.43,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
384,1769431961.7536745,0.0000,-154.66,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
385,1769432008.9140737,0.0000,-154.41,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
386,1769432056.1892974,0.0000,-77.85,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
387,1769432103.4250486,0.0000,-152.42,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
388,1769432150.9350138,0.0000,-79.41,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
389,1769432198.358348,0.0000,-311.12,0,5,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
390,1769432245.9306586,0.0000,-388.44,0,6,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
391,1769432293.2075229,0.0000,-230.54,0,5,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
392,1769432340.4803412,0.0000,-229.65,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
393,1769432387.9040618,0.0000,-75.79,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
394,1769432435.3735025,0.0000,-153.01,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
395,1769432482.788093,0.0000,-231.74,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
396,1769432530.2133534,0.0000,-77.68,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
397,1769432577.6115034,0.0000,-232.28,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
398,1769432624.980603,0.0000,-79.02,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000970
399,1769432672.0489144,0.0000,-229.87,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000961
400,1769432719.3905017,0.0000,-76.24,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000961
401,1769432766.8488145,0.0000,-231.57,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000961
402,1769432814.1786368,0.0000,-234.61,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000961
403,1769432861.4285877,0.0000,-465.23,0,6,10,0,0,0.00,0.000000,0.000000,0.5000,0.000961
404,1769432908.7600627,0.0000,-77.48,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000961
405,1769432956.2339153,0.0000,-156.08,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000961
406,1769433003.6044006,0.0000,-234.35,0,4,10,0,0,0.00,0.000000,0.000000,0.5000,0.000961
407,1769433050.893613,0.0000,-232.48,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000961
408,1769433098.1812277,0.0000,-78.72,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000961
409,1769433145.5814624,0.0000,-229.84,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000961
410,1769433192.9638083,0.0000,-390.50,0,5,10,0,0,0.00,0.000000,0.000000,0.5000,0.000961
411,1769433240.2597666,0.0000,-77.24,0,3,10,0,0,0.00,0.000000,0.000000,0.5000,0.000961
412,1769433287.8305247,0.0000,-77.92,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000961
413,1769433335.293702,0.0000,-77.91,0,2,10,0,0,0.00,0.000000,0.000000,0.5000,0.000961
414,1769433382.6569464,0.0000,-387.29,0,5,10,0,0,0.00,0.000000,0.000000,0.5000,0.000961
